dell	1571996
gld	1222333
hca	860730
ubs	1610520
phg	313216
wbk	719245
mraay	1450468
pbr	1119639
kmb	55785
ilmn	1110803
lulu	1397187
pdrdy	899108
aep	4904
jmhly	870016
veev	1393052
knyjy	1436793
bcmxy	1447011
ntoiy	1436791
dd	1666700
mnst	865752
docu	1261333
vlvly	753762
itub	1132597
etn	1551182
eqnr	1140625
toely	1443276
ngg	1004315
amx	1129137
cp	16875
hmc	715153
aon	315293
vnja	1532383
tal	1499620
chpxy	1528541
tri	1075124
ceo	1095595
emr	32604
relx	929869
exc	1109357
scco	1001838
rkt	1805284
dlr	1297996
ahchy	1448987
fanuy	1446596
ibn	1103838
kdp	1418135
rop	882835
nxpi	1413447
eric	717826
psa	1393311
bmo	927971
bx	1393818
lvs	1300514
gd	40533
idxx	874716
gvdny	1121631
bax	10456
ctsh	1058290
cnc	1071739
cfruy	948401
pins	1506293
wfafy	1436381
algn	1097149
lnsty	1439584
khc	1637459
xel	72903
ecify	1387438
smfg	1022837
abev	1565025
lhx	202058
sxyay	1575851
trp	1232384
jshly	879875
epd	1061219
met	1099219
ea	712515
gis	40704
vonoy	1652630
vod	839923
pton	1639825
bce	718940
sre	1032208
cmg	1058090
snps	883241
itocy	355363
dow	1751788
dnzoy	1446598
cof	927628
aph	820313
lgfry	1554394
san	891478
csgp	1057352
vwdry	1330306
stz	16918
ctas	723254
puk	1116578
klac	319201
info	1598014
cvna	1690820
mtch	891103
cm	1045520
twtr	1418091
tel	1385157
msci	1408198
cdns	813672
dxcm	1093557
ebay	1065088
a	1090872
cmi	26172
sbac	1034054
tt	1466258
rost	745732
lu	1816007
vivhy	1127055
splk	1353283
rht	1087423
carr	1783180
iqv	1478242
mar	1048286
orly	898173
ppg	79879
mfg	1335730
sgen	1060736
wba	1618921
hnnmy	1396282
crbjy	1454471
clpby	1294325
trv	86312
cop	1163165
chcjy	1495687
cmaky	1453056
wec	783325
bby	764478
xlnx	743988
f	37996
bll	9389
gwlly	1536278
vrsk	1442145
es	72741
jci	833444
bk	1390777
pcar	75362
mtcpy	1159204
bbd	1160330
payx	723531
trow	1113169
ctryy	1462886
syy	96021
ddog	1561550
rmd	943819
schyy	1491703
ph	76334
stm	932787
crwd	1535527
rsg	1060391
yum	1041061
ttd	1671933
alc	1167379
tdoc	1477449
yahoy	1446437
hsy	47111
unicy	1095054
rdsmy	1339422
mchp	827054
okta	1660134
oran	1038143
cht	1132924
peg	788784
w	1616707
trumy	1446672
cprt	900075
crh	849395
u	1810806
rok	1024478
edu	1372920
zbh	1136869
aig	5272
hcmly	948696
awk	1410636
swk	93556
fnv	1456346
dboey	1437147
ovchy	1448817
glncy	1524684
aptv	1521332
mrna	1682852
anss	1013462
tdg	1260221
roku	1428439
mfc	1086888
ing	1039765
chwy	1766502
vfc	103379
wcn	1318220
mrvl	1058057
alpmy	1446390
all	899051
alxn	899866
mck	927653
e	1002242
fcau	1605484
lbrda	1611983
fcx	831259
rweoy	939380
msi	68505
svndy	1359519
tscdy	885834
zijmy	1459580
otis	1781335
gelyy	1474968
egrny	1595085
kmi	1506307
pdypy	1627168
wit	1123799
clx	21076
hrl	48465
ed	1047862
adm	7084
azo	866787
bfa	14693
fast	815556
tme	1744676
dhi	882184
lyg	1160106
mtd	1037646
bgne	1651308
glw	24741
hpq	47217
ckhuy	1637120
cha	1191255
afl	4977
hlt	1585689
siri	908937
pru	1137774
zlndy	1638747
xpev	1810997
bcs	312069
gmab	1434265
khngy	1451287
rng	1384905
crary	1279967
kr	56873
cs	1159510
cjpry	1334687
ctva	1755672
mkc	63754
slf	1097362
asazy	1253493
ame	1037868
swks	4127
amady	1502104
lyb	1489393
fms	1333141
rprx	1802768
luv	92380
dte	936340
odfl	878927
wltw	1140536
len	920760
vrsn	1014473
well	766704
xp	1787425
zg	1617640
li	1791706
yumc	1673358
ztcoy	1445156
haity	1553473
codyy	1012037
panw	1327567
wmb	107263
arzgy	1379235
dia	1041130
ftv	1659166
ntr	1725964
szkmy	1263521
tu	868675
dltr	935703
eix	827052
chd	313927
yndx	1513845
saxpy	1436778
gbery	1179029
cern	804753
coup	1385867
stt	93751
k	55067
mktx	1278021
wpm	1323404
frc	1132979
bntx	1776985
ndaq	1120193
wst	105770
otsky	1544613
aonny	1300175
etp-pc	1161154
grmn	1121788
bsbr	1471055
kkr	1404912
slb	87347
kbcsy	1411133
ppl	922224
rci	733099
abc	1140859
payc	1590955
wy	106535
cgemy	1084656
etr	65984
are	1035443
smnny	1640117
gctay	1158089
ajg	354190
ucbjy	1290640
psx	1534701
tsn	100493
dfs	1393612
lh	920148
mxim	743316
keys	1601046
ssmxy	1517231
rol	84839
eog	821189
mpc	1510295
avb	915912
db	1159508
mgddy	896076
mdy	936958
ibkr	1381197
fmx	1061736
amp	820027
ejpry	1093028
dal	27904
aee	1002910
o	726728
gww	277135
tyidy	1130894
flt	1175454
ec	1444406
cabhf	1436647
chu	1113866
aem	2809
bbva	842180
zs	1713683
gwlif	850918
tlpfy	1450682
cnq	1017413
holx	859737
sbhmy	1604982
nok	924613
nwg	844150
cdw	1402057
sgsoy	1069347
gdrx	1809519
akzoy	3124
pcg	1004980
anet	1596532
spg	1063761
eqr	906107
epam	1352010
gasny	1269920
ftnt	1262039
viac	813828
ttwo	946581
tcom	1269238
fts	1666175
tlk	1001807
exas	1124140
ppery	1461748
iq	1722608
mplx	1552000
pltr	1321655
stne	1745431
ccc	1764046
bio	12208
incy	879169
baesy	895564
cms	811156
efx	33185
ip	51434
weicy	1452191
nrily	1179493
caj	16988
vmc	1396009
zbra	877212
etsy	1370637
cqp	1383650
amcr	1748790
su	311337
iau	1278680
pugoy	908829
fojcy	1436740
tef	814052
poahy	1450346
nvzmy	1131345
cbre	1138118
net	1477333
coo	711404
cag	23217
ashty	1518258
mtsfy	1446641
svnly	1448613
syiey	1444718
snmry	1437771
hznp	1492426
bepc	1791863
grfs	1438569
ryaay	1038683
dgx	1022079
gsx	1768259
ksu	54480
cghly	1550635
fitb	35527
chkp	1015922
frrvy	1438571
ntrs	73124
dov	29905
ctlt	1596783
gib	1061574
podd	1145197
jhx	1159152
tru	1552033
qrvo	1604778
br	1383312
akam	1086222
ir	1699150
ssnc	1402436
atus	1702780
mga	749098
tyl	860731
ter	97210
tlsny	1169870
xyl	1524472
qsr	1618756
ppccy	1446747
bkr	1701605
ix	1070304
dkng	1772757
invh	1687229
whlkf	1449594
ccep	1650107
mlm	916076
sivb	719739
tsco	916365
vlo	1035002
pkx	889132
mpwr	1280452
syf	1601712
sgioy	1281721
zi	1794515
alny	1178670
fe	1031296
tif	98246
bili	1723690
txg	1770787
nvr	906163
sonvy	1450681
cwycy	1436965
agr	1634997
var	203527
nice	1003935
foxa	1754301
snn	845982
logi	1032975
tfx	96943
work	1764925
cccgy	1448985
dpz	1286681
cah	721371
thlly	1722401
pki	31791
wix	1576789
peak	765880
ophly	940821
pool	945841
elan	1739104
vtr	740260
hubs	1404655
fujhy	800364
kmx	1170010
mt	1243429
ste	1757898
enph	1463101
dre	783280
imbby	1072670
mas	62996
kb	1445930
rnecy	1246135
vips	1529192
mdb	1441816
bki	1627014
lsxma	1560385
expd	746515
fandy	1454175
ess	920522
nue	73309
exr	1289490
ctxs	877890
avtr	1722482
nmr	1163653
xngsy	1454948
expe	1324424
cpb	16732
gnrc	1474735
et	1276187
skm	1015650
zen	1463172
monoy	1583055
dish	1001082
hig	874766
pags	1712807
hei	46619
maa	912595
fmc	37785
nipnf	72127
dqjcy	1446597
atasy	1437775
ce	1306830
trmb	864749
aes	874761
gpc	40987
tw	1758730
wmg	1319161
sui	912593
masi	937556
rkuny	1294591
lnt	352541
nlok	849399
mkl	1096343
avlr	1348036
bip	1406234
bmrn	1048477
uri	1067701
stx	1137789
burl	1579298
kl	1713443
bpy	1545772
wat	1000697
rcl	884887
iex	832101
shg	1263043
cday	1725057
jbht	728535
mtb	36270
dri	940944
sjm	91419
rf	1281761
ckisy	1065989
pxd	1038357
it	749251
cjewy	1555574
ldos	1336920
argx	1697862
acgl	947484
vici	1705696
umc	1033767
bro	79282
cgnx	851205
fico	814547
moh	1179929
cck	1219601
key	91576
ftch	1740915
shmay	1555379
j	52988
gddy	1609711
oke	1039684
fds	1013237
ppd	1793294
suz	909327
ln	1611820
hrely	1445159
sam	949870
cicoy	1445161
crl	1100682
evrg	1711269
ccl	815097
erie	922621
lng	3570
nvcr	1645113
ui	1511737
whr	106640
ndvly	800928
athm	1527636
tdy	1094285
fbhs	1519751
hdely	1400691
cnp	1130310
cfg	759944
phm	822416
ntco	1776967
cnhi	1567094
osh	1564406
abmd	815094
avy	8818
lyv	1335258
dvcmy	1163417
ndsn	72331
nngry	1690981
chrw	1043277
ulta	1403568
ednmy	1581671
cinf	20286
pba	1546066
sedg	1419612
myok	1552451
iliay	1570932
hpe	1645590
wdc	106040
bah	1443646
mrtx	1576263
rpm	110621
wab	943452
qdel	353569
iktsy	1444714
ubsfy	1446702
pfg	1126328
szsay	1444147
cabo	1632127
tech	842023
iep	813762
kep	887225
znh	1041668
jkhy	779152
ato	731802
qgen	1015820
emn	915389
gh	1576280
swgay	1438845
lii	1069202
bxp	1037540
pkg	75677
wpc	1025378
amigy	1438930
has	46080
iff	51253
caixy	1535628
czr	1590895
entg	1101302
srpt	873303
lbtya	1570585
run	1469367
hes	4447
szlmy	1438844
fosuy	1462456
kkpny	1001474
alb	915913
els	895417
dnb	1799208
wrb	11544
au	1067428
iac	1800227
hal	45012
enia	912505
kgc	701818
fyrty	1452190
jxhly	1487533
dva	927066
ggg	42888
rdy	1135951
dt	1773383
ptc	857005
rjf	720005
on	1097864
prdsy	1527249
stbfy	1587200
aap	1158449
mgm	789570
sqm	909037
fivn	1288847
cuk	1125259
hban	49196
kikoy	1446656
jbaxy	1475011
snyfy	1418001
gfi	1172724
otex	1002638
lkq	1065696
omc	29989
rgen	730272
ally	40729
iclr	1060955
psmmy	1439580
ipgp	1111928
bntgy	1533945
yasky	1559460
ndeky	353991
ggdvy	925428
bep	1533232
coihy	1513977
cgasy	1555207
l	60086
mtuay	1342237
alsmy	1062066
imo	49938
wpp	806968
ntap	1002047
nly	1043219
pcty	1591698
wtrg	78128
eqh	1333986
surry	1556607
aeoxf	1450280
ayx	1689923
rmyhy	1636804
ual	100517
asx	1122411
ihg	858446
disca	1437107
emraf	1127248
wrk	1732845
lumn	18926
xray	818479
penn	921738
siely	1453732
rdeiy	1438654
cheoy	1453930
mpw	1287865
chgg	1364954
uhs	352915
oled	1005284
smfky	1537547
pega	1013857
ben	38777
udr	74208
wb	1595761
lw	1679273
estc	1707753
gjnsy	1531384
ranjy	1112439
bfam	1437578
znga	1439404
bynd	1655210
cea	1030475
sbsw	1786909
fnf	1331875
oxy	797468
mtn	812011
nuan	1002517
cg	1527166
bap	1001290
bsy	1031308
alle	1579241
uelmo	100826
smg	825542
apo	1411494
pnw	764622
cpt	906345
amh	1562401
maruy	801645
lb	701985
wlk	1262823
cms-pb	201533
ingiy	1133689
ebr	1439124
sgpyy	1253494
nbix	914475
aqn	1174169
teva	818686
pubgy	1050952
gliba	808461
fslr	1274494
asnd	1612042
gl	320335
ttc	737758
umicy	1477038
ni	1111711
lyft	1759509
bwa	908255
vst	1692819
glpi	1575965
pen	1321732
smtoy	95227
xpo	1166003
wso	105016
bill	1786352
cboe	1374310
pwr	1050915
trex	1069878
pnr	77360
smmyy	1551402
cvac	1809122
txt	217346
cone	1553023
sjr	932872
morn	1289419
cna	21175
shwgy	1505223
hsic	1000228
sna	91440
dnkn	1357204
gwre	1528396
kof	910631
mhk	851968
aos	91142
bch	1161125
alfvy	863344
amed	896262
ahexy	1446251
wynn	1174922
sci	89089
hrgly	1528651
ffiv	1048695
plan	1540755
wu	1365135
cxo	1358071
mgp	1656936
dlb	1308547
fnd	1507079
cnpay	1450278
jazz	1232524
ocft	1780531
rnr	913144
cchgy	1558633
re	1095073
zlioy	1546084
mhgvy	1578526
hegiy	1449217
iaa	1745041
zayo	1608249
dada	1793862
dbx	1467623
tap	24545
hubb	48898
nwl	814453
glpg	1421876
ksryy	1668501
fsly	1517413
glob	1557860
nwsa	1564708
hwm	4281
y	775368
azpn	929940
bg	1144519
kotmy	1543727
nvta	1501134
xyigy	1508669
aseky	1450206
kc	1795589
wilyy	1436673
yy	1530238
rgld	85535
slv	1330568
che	19584
rnlsy	1416039
iaugy	1206571
mmp	1126975
gps	39911
atr	896622
five	1177609
irm	1020569
frfhf	915191
uhal	4457
cgc	1737927
nrg	1013871
snphy	1501108
myl	1623613
lea	842162
wynmy	1480134
deck	910521
efgsy	1445153
agnc	1423689
grpty	1395167
acad	1070494
iphi	1160958
hst	1070750
wsm	719955
oc	1370946
dox	1062579
armk	1584509
acsay	1448375
seic	350894
ipg	51644
prymy	1437672
rh	1528849
aiz	1267238
cree	895419
cold	1455863
plug	1093691
nkla	1731289
paas	771992
rare	1515673
snx	1177394
tokuy	1131652
acm	868857
lamr	1090425
flex	866374
g	1398659
rba	1046102
dar	916540
grub	1594109
gntx	355811
aci	1646972
shpmy	1570300
mcfe	1783317
crsp	1674416
btg	1429937
tndm	1438133
bsac	1027552
prah	1613859
rtmvy	1516536
mbt	1115837
rga	898174
lhcg	1303313
teck	886986
ev	350797
rs	861884
atdry	1647435
csl	790051
st	1477294
brkr	1109354
ver	1507385
ncno	1566895
swi	1739942
ipxhy	1309035
asgly	7646
rohcy	1442653
lad	1023128
cbsh	22356
alv	1034670
gfl	1780232
ts	1190723
abmrf	1784384
hds	1573097
aacay	1447647
mksi	1049502
lnc	59558
ugi	884614
adpt	1478320
dnfgy	1454473
stor	1538990
vopky	1452188
eluxy	813810
aaxn	1069183
crcby	1553915
ach	1161611
tpr	1116132
exel	939767
smar	1366561
srcl	861878
shtdy	1556605
ions	874015
afg	1042046
irtc	1388658
slfpy	1370418
agco	880266
stld	1022671
amwl	1393584
chdn	20212
mdiby	1379481
jnpr	1043604
lite	1633978
ohi	888491
arwr	879407
ath	1527469
midd	769520
tiscy	773917
bery	1378992
bmrry	1671235
ivz	914208
ccozy	1398879
hlf	1180262
see	1012100
cube	1298675
xlrn	1280600
cog	858470
knx	1492691
ehc	785161
casy	726958
uvrby	1533920
nyt	71691
sc	1580608
mos	1285785
tmx	1428875
cib	1071371
dci	29644
bl	1666134
cma	28412
warfy	901684
shcay	800840
ntra	1604821
voya	1535929
levi	94845
jsgry	1442656
oge	1021635
ggb	1073404
ngls-pa	1379661
ua	1336917
gwr	1012620
ares	1176948
cien	936395
synh	1610950
root	1788882
nfe	1749723
arw	7536
dseey	1481045
rp	1286225
leco	59527
axta	1616862
cx	1076378
dnli	1714899
lpla	1397911
post	1530950
reyn	1786431
wex	1309108
rexr	1571283
mnso	1815846
pii	931015
arcc	1287750
cakfy	1446707
prgo	1585364
fvrr	1762301
jll	1037976
hii	1501585
reg	910606
tdhoy	1288098
sjmhy	1599962
uthr	1082554
ttm	926042
dct	1160951
isuzy	763665
fhn	36966
fsv	1637810
vno	899689
hrc	47518
wf	1264136
klycy	1449614
japsy	318269
site	1650729
oukpy	1436786
ttek	831641
clgx	36047
phi	78150
aeg	769218
bhc	885590
hnp	929058
rhi	315213
adt	1703056
manh	1056696
clzny	1366235
bgaoy	1325378
iova	1425205
mpln	1793229
bj	1531152
aal	6201
olli	1639300
tol	794170
cf	1324404
lnegy	1437041
iivi	820318
nnn	751364
hta	1360604
bld	1633931
asomy	1492075
caci	16058
enggy	1446294
bigc	1626450
krc	1025996
frog	1800667
hmtly	353990
plnt	1637207
cwen-a	1567683
h	1468174
pfpt	1212458
nvax	1000694
cdk	1609702
auy	1264089
sommy	1409236
angi	1705110
vrt	1674101
bpmc	1597264
itt	216228
osagy	1603194
bncdy	1667075
egp	49600
kajmy	1446660
azek	1782754
leg	58492
wwd	108312
bc	14930
appf	1433195
frpt	1611647
faf	1472787
appn	1441683
clpxy	1490083
fold	1178879
pso	938323
cacc	885550
hun	1307954
sbs	1170858
frt	34903
fr	921825
shmuy	1564228
nvro	1444380
jef	96223
psxp	1572910
cor	1490892
msa	66570
gmed	1237831
htcmy	1446648
qtwo	1410384
aval	1504764
jbl	898293
lsi	944314
zion	109380
curlf	1756770
ewbc	1069157
acc	1283630
ogfgy	845033
son	91767
tsuky	702257
lscc	855658
rykky	1592049
bsmx	1698287
cd	1807192
colm	1050797
pb	1068851
hele	916789
an	350698
bhvn	1689813
ntnx	1618732
bwxt	1486957
yeti	1670592
ori	74260
chh	1046311
hog	793952
hocff	1450349
pac	1347557
vlpny	1378984
flo	1128928
eeft	1029199
lfus	889331
sid	1049659
usfd	1665918
ebs	1367644
hllgy	1674534
hwdjy	1563177
rl	1037038
dooo	1748797
bli	1689657
timb	1826168
dks	1089063
mrwsy	1446128
omf	1584207
vrm	1580864
huya	1728190
nlsn	1492633
tpx	1206264
paa	1070423
bbio	1743881
txrh	1289460
bcauy	891765
tnet	937098
pfgc	1618673
kt	892450
hae	313143
arry	1820721
tho	730263
mat	63276
eslt	1027664
dxc	1688568
wen	30697
arna	1080709
skx	1065837
vnt	1786842
saic	1571123
doyu	1762417
dsgx	1050140
wrtby	1436771
jobs	1295484
wh	1722684
slab	1038074
nomd	1651717
fcnca	798941
clr	732834
msp	1724570
cae	1173382
orcc	1655888
alk	766421
allk	1564824
futu	1754581
stag	1479094
kod	1468748
jhg	1274173
lstr	853816
mpfry	1417695
diisy	1563255
ingr	1046257
osk	775158
tkr	98362
imvt	1764013
rdfn	1382821
nclh	1513761
lpl	1290109
nep	1603145
enic	1659939
esnt	1448893
pri	1475922
vedl	1370431
ramp	733269
cnvvy	1694271
wms	1604028
tptx	1595893
chng	1756497
ccmp	1102934
pbct	1378946
flir	354908
mdu	67716
pstg	1474432
icl	941221
knsl	1669162
ektay	1451160
hbi	1359841
lanc	57515
ida	1057877
vac	1524358
felty	1447250
dei	1364250
lesl	1821806
kim	879101
gshd	1726978
ssrm	921638
four	1794669
phys	1477049
neo	1077183
cfr	39263
psth	1811882
hli	1302215
ash	1674862
insp	1609550
suopy	1347141
env	1337619
pag	1019849
cbpo	1369868
cve	1475260
abcm	1492074
stmp	1082923
halo	1159036
pvh	78239
nkrky	1436790
nati	935494
tfii	1588823
nvst	1757073
mms	1032220
cncn	1191334
hcm	1648257
ssb	764038
algm	866291
man	871763
rbc	82811
mdla	1540184
gil	1061894
api	1802883
saia	1177702
ffin	36029
fate	1434316
bldp	1453015
tfsl	1381668
wal	1212545
twst	1581280
reta	1358762
bokf	875357
bzzuy	1437774
sail	1627857
medp	1668397
nav	808450
gfszy	1438927
lspd	1823306
shi	908732
alsn	1411207
tcf	19612
npsky	354470
wsc	1647088
virt	1592386
jamf	1721947
rli	84246
qts	1577368
sf	720672
sndr	1692063
brks	933974
cybr	1598110
sbny	1288784
novt	1076930
kmpr	860748
rxn	1439288
aemmy	1437776
stwd	1465128
allo	1737287
pinc	1577916
itvpy	1283708
viv	1066119
crus	772406
go	1771515
gulry	1449218
tx	1342874
hr	899749
ppc	802481
dava	1656081
cmhhy	1446751
trgp	1389170
fang	1539838
verx	1806837
band	1514416
fls	30625
trno	1476150
iart	917520
sekey	1261759
seb	88121
pfsi	1745916
hqy	1428336
msm	1003078
tv	912892
pe	1594466
ssd	920371
evbg	1437352
brthy	14595
tkc	1071321
maury	62919
sage	1597553
asmvy	1447945
lpsn	1102993
eme	105634
ptct	1070081
bldr	1316835
nea	1195737
tenb	1660280
spce	1706946
mrcy	1049521
ard	1689662
smtc	88941
cuz	25232
vrns	1361113
neu	1282637
wmgi	1492658
esgr	1363829
cw	26324
foxf	1424929
slgn	849869
vir	1706431
crox	1334036
mtz	15615
lope	1434588
fl	850209
vvv	1674910
aiv	922864
kzmyy	1438929
onem	1404123
icui	883984
tpl	97517
eqt	33213
pnm	1108426
laz	1311370
newr	1448056
xrx	1770450
gtbif	1795139
agi	1178819
snv	18349
wing	1636222
sdc	1775625
mxchy	1435969
ftdr	1727263
powi	833640
expo	851520
sfix	1576942
nxst	1142417
omcl	926326
nghc	1578735
tree	1434621
fizz	69891
slm	1032033
wts	795403
aan	1808834
unm	5513
dvn	1090012
cc	1627223
fgen	921299
asgn	890564
irdm	1418819
gpk	1408075
ssl	314590
aciw	935036
swx	1692115
ugp	1094972
cpri	1530721
ogs	1587732
upchy	1447772
hkib	1769731
neog	711377
cef	1726122
mor	1340243
bpop	763901
hlne	1433642
exp	918646
wimhy	1451554
jcom	1084048
bkh	1130464
csxxy	1541309
ccxi	1340652
doc	1574540
asr	1123452
byd	906553
axs	1214816
nycb	910073
ng	1173420
sdgr	1490978
sepjy	1518521
swch	1710583
zhuzy	1556616
ora	1296445
apps	317788
kwr	81362
gbt	1629137
rlay	1812364
qlys	1107843
hhc	1498828
por	784977
adrzy	1436467
tgtx	1001316
amg	1004434
msgs	1636519
nfg	70145
goco	1808220
dcph	1654151
thg	944695
musa	1573516
aer	1378789
ccohy	1461283
ccj	1009001
cnne	1704720
czz	1402902
vicr	751978
tpdky	1436652
eye	1710155
clh	822818
mth	833079
fcn	887936
hyln	1759631
goos	1690511
isday	1224306
lmnd	1691421
lpro	1806201
nov	1021860
legn	1801198
he	354707
ryn	52827
gbci	868671
wygpy	1450021
cri	1060822
gtes	1718512
ayi	1144215
mzday	1447122
asan	1477720
upwk	1627475
cfx	1420800
nari	1531048
lpx	60519
safe	1688852
adc	917251
vrnt	1166388
al	1487712
rpd	1560327
prlb	1443669
insm	1104506
vvnt	1713952
cvet	1752836
rnmby	1450345
hmy	1023514
altr	1701732
ubsi	729986
vnet	1508475
mtg	876437
sogo	1713947
apam	1517302
wdfc	105132
kbh	795266
zto	1677250
psb	866368
hrb	12659
wes	1423902
brx	1581068
grp-un	1564538
thkly	1443275
pnfp	1115055
feye	1370880
achc	1520697
gwph	1351288
nvg	1090116
kss	885639
jblu	1158463
kbr	1357615
rdn	890926
mlluy	1485888
rxt	1810019
src	1308606
evr	1360901
qrtea	1355096
hasi	1561894
mro	101778
apa	6769
iipr	1677576
ensg	1125376
nsp	1000753
ebrpy	1450461
apnhy	1454177
malry	1537280
shlx	1610466
sgms	750004
dao	1781753
tmhc	1562476
expi	1495932
trup	1371285
irdey	1530256
nrz	1556593
slg	1040971
wk	1445305
unf	717954
staa	718937
ufpi	912767
spwr	867773
hain	910406
clf	764065
sigi	230557
roymy	1592438
bxmt	1061630
cldr	1535379
hiw	921082
diod	29002
bak	1071438
elp	1041792
bcpc	9326
nvt	1720635
kurry	1446655
stn	1131383
ozk	1569650
ay	1601072
vmi	102729
blue	1293971
fsr	1720990
hypmy	1486749
spsc	1092699
uso	1327068
jbgs	1689796
bvn	1013131
chffy	1601994
amn	1142750
aaon	824142
aeis	927003
jks	1481513
gtls	892553
eqc	803649
cohr	21510
wns	1356570
oln	74303
roll	1324948
wynd	1361658
prsp	1724670
alrm	1459200
cig	1157557
cr	25445
momo	1610601
sem	1320414
ens	1289308
svmk	1739936
cit	1171825
amkr	1047127
mcrb	1609809
cbd	1038572
vly	714310
vg	1272830
cbu	723188
inov	1619954
tigo	912958
slqt	1794783
mdc	773141
swtx	1773427
lcii	763744
hpp	1482512
krnt	1625791
lgih	1580670
bhf	1685040
psn	275880
znkky	1705455
dq	1477641
esi	1590714
etrn	1747009
enr	1632790
dnp	806628
umbf	101382
hrmy	1802665
thc	70318
gbtc	1588489
avnt	1122976
bmch	1574815
hfc	48039
nktr	906709
ibp	1580905
sr	1126956
njr	356309
dorm	868780
aimc	1374535
cigi	913353
viav	912093
laur	912766
wbs	801337
nova	1772695
unvr	1494319
hxl	717605
ab	825313
cwst	911177
awi	7431
gra	1045309
pch	1338749
cwk	1628369
shak	1620533
bnr	1792267
sbra	1492298
bzun	1625414
wwe	1091907
fele	38725
ostk	1130713
wpx	1518832
sxt	310142
opch	1014739
bjchy	1454468
hl	719413
eidx	1731831
agio	1439222
wtm	776867
meggy	1487786
yueiy	1444719
gdot	1386278
teo	932470
safm	812128
pci	1558629
huskf	49279
acia	1651235
mant	892537
cns	1284812
dcp	1338065
twou	1459417
ttec	1013880
r	85961
umpq	1077771
tgna	39899
aqua	1604643
pbsfy	1137849
wtfc	1015328
mmsi	856982
jteky	1446661
nus	1021561
syna	817720
cbrl	1067294
apls	1492422
ale	66756
eqx	1756607
ads	1101215
lxp	910108
pzza	901491
jbt	1433660
msloy	1447112
osb	877365
homb	1331520
ncr	70866
mtsi	1493594
spb	109177
pjt	1626115
